CONCEPT_A	CONCEPT_B	OSM_URI_A	OSM_URI_B	QUESTION	VECTOR_MEASURE	TERM_MEASURE	CORPUS	INCLUDED_POS	PAIRS_AB	PAIRS_BA	HUMAN_SIM	MACHINE_SIM_AB	MACHINE_SIM_BA	MACHINE_SIM
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lin	Null	VB JJ	0	0	0.181818182	0.017559385	0.017559385	0.017559385
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lin	Null	VB JJ	0	0	0.454545455	0.013858	0.013858	0.013858
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lin	Null	VB JJ	0	0	0.363636364	0.14982403	0.14982403	0.14982403
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lin	Null	VB JJ	0	0	0.272727273	0.040134738	0.040134738	0.040134738
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lin	Null	VB JJ	0	0	0.090909091	0.043033909	0.043033909	0.043033909
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	res	Null	VB JJ	0	0	0.909090909	0.023906901	0.023906901	0.023906901
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	res	Null	VB JJ	0	0	0.818181818	0.052233228	0.052233228	0.052233228
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	res	Null	VB JJ	0	0	0.727272727	0.043893244	0.043893244	0.043893244
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	res	Null	VB JJ	0	0	0.636363636	0.050624519	0.050624519	0.050624519
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	res	Null	VB JJ	0	0	0.545454545	0.104600985	0.104600985	0.104600985
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	res	Null	VB JJ	0	0	0.181818182	0.012412298	0.012412298	0.012412298
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	res	Null	VB JJ	0	0	0.454545455	0.014111252	0.014111252	0.014111252
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	res	Null	VB JJ	0	0	0.363636364	0.119364078	0.119364078	0.119364078
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	res	Null	VB JJ	0	0	0.272727273	0.034210199	0.034210199	0.034210199
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	res	Null	VB JJ	0	0	0.090909091	0.050649289	0.050649289	0.050649289
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	wup	Null	VB JJ	0	0	0.909090909	0.149801218	0.149801218	0.149801218
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	wup	Null	VB JJ	0	0	0.818181818	0.160007207	0.160007207	0.160007207
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	wup	Null	VB JJ	0	0	0.727272727	0.225706483	0.225706483	0.225706483
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	wup	Null	VB JJ	0	0	0.636363636	0.17677094	0.17677094	0.17677094
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	wup	Null	VB JJ	0	0	0.545454545	0.220385124	0.220385124	0.220385124
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	wup	Null	VB JJ	0	0	0.181818182	0.168422925	0.168422925	0.168422925
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	wup	Null	VB JJ	0	0	0.454545455	0.120312564	0.120312564	0.120312564
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	wup	Null	VB JJ	0	0	0.363636364	0.281949001	0.281949001	0.281949001
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	wup	Null	VB JJ	0	0	0.272727273	0.140324569	0.140324569	0.140324569
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	wup	Null	VB JJ	0	0	0.090909091	0.17963649	0.17963649	0.17963649
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lesk	Null	VB JJ	0	0	0.909090909	8.92E-04	8.92E-04	8.92E-04
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lesk	Null	VB JJ	0	0	0.818181818	8.63E-04	8.63E-04	8.63E-04
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lesk	Null	VB JJ	0	0	0.727272727	3.24E-04	3.24E-04	3.24E-04
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lesk	Null	VB JJ	0	0	0.636363636	7.39E-04	7.39E-04	7.39E-04
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lesk	Null	VB JJ	0	0	0.545454545	0.00211588	0.00211588	0.00211588
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lesk	Null	VB JJ	0	0	0.181818182	3.30E-04	3.30E-04	3.30E-04
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lesk	Null	VB JJ	0	0	0.454545455	2.16E-04	2.16E-04	2.16E-04
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lesk	Null	VB JJ	0	0	0.363636364	0.002041611	0.002041611	0.002041611
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lesk	Null	VB JJ	0	0	0.272727273	6.90E-04	6.90E-04	6.90E-04
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lesk	Null	VB JJ	0	0	0.090909091	0.001003676	0.001003676	0.001003676
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	path	Null	VB JJ	0	0	0.909090909	0.111085973	0.111085973	0.111085973
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	path	Null	VB JJ	0	0	0.818181818	0.103771592	0.103771592	0.103771592
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	path	Null	VB JJ	0	0	0.727272727	0.13627451	0.13627451	0.13627451
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	path	Null	VB JJ	0	0	0.636363636	0.114401055	0.114401055	0.114401055
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	path	Null	VB JJ	0	0	0.545454545	0.186834734	0.186834734	0.186834734
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	path	Null	VB JJ	0	0	0.181818182	0.100749712	0.100749712	0.100749712
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	path	Null	VB JJ	0	0	0.454545455	0.081330532	0.081330532	0.081330532
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	path	Null	VB JJ	0	0	0.363636364	0.21372549	0.21372549	0.21372549
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	path	Null	VB JJ	0	0	0.272727273	0.102067349	0.102067349	0.102067349
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	path	Null	VB JJ	0	0	0.090909091	0.121699346	0.121699346	0.121699346
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vector	Null	VB JJ	0	0	0.909090909	0.105986817	0.105986817	0.105986817
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vector	Null	VB JJ	0	0	0.818181818	0.107268556	0.107268556	0.107268556
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vector	Null	VB JJ	0	0	0.727272727	0.124903213	0.124903213	0.124903213
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vector	Null	VB JJ	0	0	0.636363636	0.13241798	0.13241798	0.13241798
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vector	Null	VB JJ	0	0	0.545454545	0.177314322	0.177314322	0.177314322
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vector	Null	VB JJ	0	0	0.181818182	0.096017375	0.096017375	0.096017375
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vector	Null	VB JJ	0	0	0.454545455	0.080962131	0.080962131	0.080962131
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vector	Null	VB JJ	0	0	0.363636364	0.236466499	0.236466499	0.236466499
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vector	Null	VB JJ	0	0	0.272727273	0.107353125	0.107353125	0.107353125
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vector	Null	VB JJ	0	0	0.090909091	0.109914392	0.109914392	0.109914392
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vectorp	Null	VB JJ	0	0	0.909090909	0.039987314	0.039987314	0.039987314
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vectorp	Null	VB JJ	0	0	0.818181818	0.039306627	0.039306627	0.039306627
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vectorp	Null	VB JJ	0	0	0.727272727	0.028767324	0.028767324	0.028767324
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vectorp	Null	VB JJ	0	0	0.636363636	0.040033007	0.040033007	0.040033007
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vectorp	Null	VB JJ	0	0	0.545454545	0.090715072	0.090715072	0.090715072
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vectorp	Null	VB JJ	0	0	0.181818182	0.016500769	0.016500769	0.016500769
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vectorp	Null	VB JJ	0	0	0.454545455	0.017629984	0.017629984	0.017629984
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vectorp	Null	VB JJ	0	0	0.363636364	0.101789238	0.101789238	0.101789238
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vectorp	Null	VB JJ	0	0	0.272727273	0.030105453	0.030105453	0.030105453
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	vectorp	Null	VB JJ	0	0	0.090909091	0.041482	0.041482	0.041482
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	hso	Null	VB JJ	0	0	0.909090909	0.1346875	0.1346875	0.1346875
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	hso	Null	VB JJ	0	0	0.818181818	0.035546875	0.035546875	0.035546875
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	hso	Null	VB JJ	0	0	0.727272727	0.08515625	0.08515625	0.08515625
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	hso	Null	VB JJ	0	0	0.636363636	0.134201389	0.134201389	0.134201389
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	hso	Null	VB JJ	0	0	0.545454545	0.119270833	0.119270833	0.119270833
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	hso	Null	VB JJ	0	0	0.363636364	0.07405599	0.07405599	0.07405599
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	hso	Null	VB JJ	0	0	0.227272727	0.06296875	0.06296875	0.06296875
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	hso	Null	VB JJ	0	0	0.090909091	0.1050625	0.1050625	0.1050625
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	jcn	Null	VB JJ	0	0	0.909090909	0.133443732	0.133443732	0.133443732
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	jcn	Null	VB JJ	0	0	0.818181818	0.046850695	0.046850695	0.046850695
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	jcn	Null	VB JJ	0	0	0.727272727	0.099835377	0.099835377	0.099835377
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	jcn	Null	VB JJ	0	0	0.636363636	0.135191978	0.135191978	0.135191978
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	jcn	Null	VB JJ	0	0	0.545454545	0.116263086	0.116263086	0.116263086
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	jcn	Null	VB JJ	0	0	0.363636364	0.068742769	0.068742769	0.068742769
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	jcn	Null	VB JJ	0	0	0.227272727	0.063704107	0.063704107	0.063704107
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	jcn	Null	VB JJ	0	0	0.090909091	0.117755399	0.117755399	0.117755399
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lch	Null	VB JJ	0	0	0.909090909	0.294551433	0.294551433	0.294551433
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lch	Null	VB JJ	0	0	0.818181818	0.163009578	0.163009578	0.163009578
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lch	Null	VB JJ	0	0	0.727272727	0.227702938	0.227702938	0.227702938
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lch	Null	VB JJ	0	0	0.636363636	0.315284303	0.315284303	0.315284303
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lch	Null	VB JJ	0	0	0.545454545	0.232563623	0.232563623	0.232563623
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lch	Null	VB JJ	0	0	0.363636364	0.201304291	0.201304291	0.201304291
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lch	Null	VB JJ	0	0	0.227272727	0.210309493	0.210309493	0.210309493
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lch	Null	VB JJ	0	0	0.090909091	0.291671448	0.291671448	0.291671448
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lin	Null	VB JJ	0	0	0.909090909	0.118714634	0.118714634	0.118714634
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lin	Null	VB JJ	0	0	0.818181818	0.025446029	0.025446029	0.025446029
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lin	Null	VB JJ	0	0	0.727272727	0.090441912	0.090441912	0.090441912
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lin	Null	VB JJ	0	0	0.636363636	0.110569061	0.110569061	0.110569061
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lin	Null	VB JJ	0	0	0.545454545	0.107211874	0.107211874	0.107211874
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lin	Null	VB JJ	0	0	0.363636364	0.04947149	0.04947149	0.04947149
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lin	Null	VB JJ	0	0	0.227272727	0.082564621	0.082564621	0.082564621
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	lin	Null	VB JJ	0	0	0.090909091	0.06887547	0.06887547	0.06887547
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	res	Null	VB JJ	0	0	0.909090909	0.100290664	0.100290664	0.100290664
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	res	Null	VB JJ	0	0	0.818181818	0.027700166	0.027700166	0.027700166
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	res	Null	VB JJ	0	0	0.727272727	0.077866837	0.077866837	0.077866837
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	res	Null	VB JJ	0	0	0.636363636	0.098564404	0.098564404	0.098564404
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	res	Null	VB JJ	0	0	0.545454545	0.094376537	0.094376537	0.094376537
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	res	Null	VB JJ	0	0	0.363636364	0.044976967	0.044976967	0.044976967
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	res	Null	VB JJ	0	0	0.227272727	0.068565686	0.068565686	0.068565686
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	res	Null	VB JJ	0	0	0.090909091	0.062480103	0.062480103	0.062480103
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	wup	Null	VB JJ	0	0	0.909090909	0.249858896	0.249858896	0.249858896
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	wup	Null	VB JJ	0	0	0.818181818	0.123578242	0.123578242	0.123578242
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	wup	Null	VB JJ	0	0	0.727272727	0.193441002	0.193441002	0.193441002
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	fes	wup	Null	VB JJ	0	0	0.636363636	0.255017943	0.255017943	0.255017943
